provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
BA,2020-06-07,0,0,0,0,0
BI,2020-06-07,10,9,0,1,0
BU,2020-06-07,2,2,0,0,0
C,2020-06-07,0,0,0,0,0
CA,2020-06-07,0,0,0,0,0
CC,2020-06-07,1,1,0,0,0
CE,2020-06-07,0,0,0,0,0
CO,2020-06-07,0,0,0,0,0
CR,2020-06-07,2,2,0,0,0
CS,2020-06-07,0,0,0,0,0
CU,2020-06-07,1,1,0,0,0
GC,2020-06-07,0,0,0,0,0
GI,2020-06-07,6,6,0,0,0
GR,2020-06-07,1,1,0,0,0
GU,2020-06-07,2,2,0,0,0
H,2020-06-07,0,0,0,0,0
HU,2020-06-07,1,1,0,0,0
J,2020-06-07,0,0,0,0,0
L,2020-06-07,13,12,0,0,1
LE,2020-06-07,0,0,0,0,0
LO,2020-06-07,1,1,0,0,0
LU,2020-06-07,0,0,0,0,0
M,2020-06-07,65,60,0,5,0
MA,2020-06-07,1,1,0,0,0
ME,2020-06-07,0,0,0,0,0
MU,2020-06-07,0,0,0,0,0
NA,2020-06-07,2,2,0,0,0
O,2020-06-07,1,1,0,0,0
OR,2020-06-07,0,0,0,0,0
P,2020-06-07,0,0,0,0,0
PM,2020-06-07,3,3,0,0,0
PO,2020-06-07,1,1,0,0,0
S,2020-06-07,3,3,0,0,0
SA,2020-06-07,4,4,0,0,0
SE,2020-06-07,0,0,0,0,0
SG,2020-06-07,3,3,0,0,0
SO,2020-06-07,1,1,0,0,0
SS,2020-06-07,2,1,0,1,0
T,2020-06-07,3,3,0,0,0
TE,2020-06-07,1,1,0,0,0
TF,2020-06-07,1,1,0,0,0
TO,2020-06-07,6,6,0,0,0
V,2020-06-07,6,6,0,0,0
VA,2020-06-07,2,2,0,0,0
VI,2020-06-07,4,2,0,2,0
Z,2020-06-07,2,2,0,0,0
ZA,2020-06-07,0,0,0,0,0
A,2020-06-08,2,2,0,0,0
AB,2020-06-08,3,2,0,1,0
AL,2020-06-08,0,0,0,0,0
AV,2020-06-08,1,1,0,0,0
B,2020-06-08,87,73,0,14,0
BA,2020-06-08,0,0,0,0,0
BI,2020-06-08,10,8,0,2,0
BU,2020-06-08,4,4,0,0,0
C,2020-06-08,2,2,0,0,0
CA,2020-06-08,0,0,0,0,0
CC,2020-06-08,1,1,0,0,0
CE,2020-06-08,0,0,0,0,0
CO,2020-06-08,0,0,0,0,0
CR,2020-06-08,9,9,0,0,0
CS,2020-06-08,1,1,0,0,0
CU,2020-06-08,4,4,0,0,0
GC,2020-06-08,0,0,0,0,0
GI,2020-06-08,12,12,0,0,0
GR,2020-06-08,0,0,0,0,0
GU,2020-06-08,4,4,0,0,0
H,2020-06-08,0,0,0,0,0
HU,2020-06-08,2,2,0,0,0
J,2020-06-08,0,0,0,0,0
L,2020-06-08,26,25,0,1,0
LE,2020-06-08,6,6,0,0,0
LO,2020-06-08,0,0,0,0,0
LU,2020-06-08,1,1,0,0,0
M,2020-06-08,144,134,0,10,0
MA,2020-06-08,1,1,0,0,0
ME,2020-06-08,0,0,0,0,0
MU,2020-06-08,2,2,0,0,0
NA,2020-06-08,0,0,0,0,0
O,2020-06-08,0,0,0,0,0
OR,2020-06-08,0,0,0,0,0
P,2020-06-08,5,5,0,0,0
PM,2020-06-08,2,2,0,0,0
PO,2020-06-08,1,1,0,0,0
S,2020-06-08,1,1,0,0,0
SA,2020-06-08,10,10,0,0,0
SE,2020-06-08,5,5,0,0,0
SG,2020-06-08,2,2,0,0,0
SO,2020-06-08,4,4,0,0,0
SS,2020-06-08,2,1,0,1,0
T,2020-06-08,1,1,0,0,0
TE,2020-06-08,1,1,0,0,0
TF,2020-06-08,1,1,0,0,0
TO,2020-06-08,14,14,0,0,0
V,2020-06-08,2,2,0,0,0
VA,2020-06-08,2,2,0,0,0
VI,2020-06-08,5,4,0,1,0
Z,2020-06-08,2,2,0,0,0
ZA,2020-06-08,0,0,0,0,0
A,2020-06-09,2,2,0,0,0
AB,2020-06-09,2,2,0,0,0
AL,2020-06-09,1,1,0,0,0
AV,2020-06-09,1,1,0,0,0
B,2020-06-09,78,47,0,31,0
BA,2020-06-09,0,0,0,0,0
BI,2020-06-09,9,8,0,1,0
BU,2020-06-09,3,3,0,0,0
C,2020-06-09,3,3,0,0,0
CA,2020-06-09,1,1,0,0,0
CC,2020-06-09,3,2,1,0,0
CE,2020-06-09,0,0,0,0,0
CO,2020-06-09,0,0,0,0,0
CR,2020-06-09,13,13,0,0,0
CS,2020-06-09,2,2,0,0,0
CU,2020-06-09,2,1,0,1,0
GC,2020-06-09,0,0,0,0,0
GI,2020-06-09,3,3,0,0,0
GR,2020-06-09,1,1,0,0,0
GU,2020-06-09,5,5,0,0,0
H,2020-06-09,0,0,0,0,0
HU,2020-06-09,5,5,0,0,0
J,2020-06-09,2,2,0,0,0
L,2020-06-09,10,9,0,1,0
LE,2020-06-09,4,4,0,0,0
LO,2020-06-09,1,1,0,0,0
LU,2020-06-09,0,0,0,0,0
M,2020-06-09,114,110,0,4,0
MA,2020-06-09,2,2,0,0,0
ME,2020-06-09,1,1,0,0,0
MU,2020-06-09,2,2,0,0,0
NA,2020-06-09,5,5,0,0,0
O,2020-06-09,0,0,0,0,0
OR,2020-06-09,0,0,0,0,0
P,2020-06-09,2,2,0,0,0
PM,2020-06-09,1,1,0,0,0
PO,2020-06-09,0,0,0,0,0
S,2020-06-09,0,0,0,0,0
SA,2020-06-09,4,4,0,0,0
SE,2020-06-09,1,1,0,0,0
SG,2020-06-09,2,2,0,0,0
SO,2020-06-09,3,3,0,0,0
SS,2020-06-09,7,1,0,6,0
T,2020-06-09,1,1,0,0,0
TE,2020-06-09,1,1,0,0,0
TF,2020-06-09,1,1,0,0,0
TO,2020-06-09,5,5,0,0,0
V,2020-06-09,4,4,0,0,0
VA,2020-06-09,4,4,0,0,0
VI,2020-06-09,3,2,0,1,0
Z,2020-06-09,4,4,0,0,0
ZA,2020-06-09,2,2,0,0,0
A,2020-06-10,0,0,0,0,0
AB,2020-06-10,4,4,0,0,0
AL,2020-06-10,1,1,0,0,0
AV,2020-06-10,1,1,0,0,0
B,2020-06-10,101,57,0,43,1
BA,2020-06-10,0,0,0,0,0
BI,2020-06-10,13,7,0,6,0
BU,2020-06-10,2,2,0,0,0
C,2020-06-10,0,0,0,0,0
CA,2020-06-10,1,1,0,0,0
CC,2020-06-10,1,1,0,0,0
CE,2020-06-10,0,0,0,0,0
CO,2020-06-10,0,0,0,0,0
CR,2020-06-10,7,7,0,0,0
CS,2020-06-10,0,0,0,0,0
CU,2020-06-10,2,2,0,0,0
GC,2020-06-10,0,0,0,0,0
GI,2020-06-10,6,6,0,0,0
GR,2020-06-10,0,0,0,0,0
GU,2020-06-10,5,3,0,2,0
H,2020-06-10,0,0,0,0,0
HU,2020-06-10,1,1,0,0,0
J,2020-06-10,0,0,0,0,0
L,2020-06-10,25,21,0,4,0
LE,2020-06-10,0,0,0,0,0
LO,2020-06-10,0,0,0,0,0
LU,2020-06-10,0,0,0,0,0
M,2020-06-10,118,117,0,1,0
MA,2020-06-10,3,3,0,0,0
ME,2020-06-10,0,0,0,0,0
MU,2020-06-10,1,1,0,0,0
NA,2020-06-10,4,4,0,0,0
O,2020-06-10,3,3,0,0,0
OR,2020-06-10,0,0,0,0,0
P,2020-06-10,0,0,0,0,0
PM,2020-06-10,4,4,0,0,0
PO,2020-06-10,0,0,0,0,0
S,2020-06-10,1,0,1,0,0
SA,2020-06-10,1,1,0,0,0
SE,2020-06-10,1,1,0,0,0
SG,2020-06-10,3,3,0,0,0
SO,2020-06-10,8,7,0,1,0
SS,2020-06-10,5,1,0,4,0
T,2020-06-10,1,1,0,0,0
TE,2020-06-10,0,0,0,0,0
TF,2020-06-10,0,0,0,0,0
TO,2020-06-10,10,9,0,1,0
V,2020-06-10,3,3,0,0,0
VA,2020-06-10,1,1,0,0,0
VI,2020-06-10,1,0,0,1,0
Z,2020-06-10,1,1,0,0,0
ZA,2020-06-10,1,1,0,0,0
A,2020-06-11,1,1,0,0,0
AB,2020-06-11,0,0,0,0,0
AL,2020-06-11,0,0,0,0,0
AV,2020-06-11,0,0,0,0,0
B,2020-06-11,88,50,0,37,1
BA,2020-06-11,0,0,0,0,0
BI,2020-06-11,14,8,0,6,0
BU,2020-06-11,0,0,0,0,0
C,2020-06-11,0,0,0,0,0
CA,2020-06-11,1,1,0,0,0
CC,2020-06-11,0,0,0,0,0
CE,2020-06-11,0,0,0,0,0
CO,2020-06-11,0,0,0,0,0
CR,2020-06-11,4,4,0,0,0
CS,2020-06-11,1,1,0,0,0
CU,2020-06-11,1,1,0,0,0
GC,2020-06-11,2,2,0,0,0
GI,2020-06-11,8,8,0,0,0
GR,2020-06-11,1,1,0,0,0
GU,2020-06-11,4,3,0,1,0
H,2020-06-11,0,0,0,0,0
HU,2020-06-11,2,2,0,0,0
J,2020-06-11,0,0,0,0,0
L,2020-06-11,18,14,0,4,0
LE,2020-06-11,2,2,0,0,0
LO,2020-06-11,1,1,0,0,0
LU,2020-06-11,1,1,0,0,0
M,2020-06-11,104,100,0,4,0
MA,2020-06-11,2,2,0,0,0
ME,2020-06-11,0,0,0,0,0
MU,2020-06-11,0,0,0,0,0
NA,2020-06-11,1,1,0,0,0
O,2020-06-11,3,3,0,0,0
OR,2020-06-11,0,0,0,0,0
P,2020-06-11,2,2,0,0,0
PM,2020-06-11,4,4,0,0,0
PO,2020-06-11,0,0,0,0,0
S,2020-06-11,4,4,0,0,0
SA,2020-06-11,2,2,0,0,0
SE,2020-06-11,0,0,0,0,0
SG,2020-06-11,3,3,0,0,0
SO,2020-06-11,3,3,0,0,0
SS,2020-06-11,2,1,0,1,0
T,2020-06-11,2,2,0,0,0
TE,2020-06-11,0,0,0,0,0
TF,2020-06-11,0,0,0,0,0
TO,2020-06-11,1,1,0,0,0
V,2020-06-11,9,9,0,0,0
VA,2020-06-11,4,4,0,0,0
VI,2020-06-11,6,1,0,5,0
Z,2020-06-11,3,3,0,0,0
ZA,2020-06-11,1,1,0,0,0
A,2020-06-12,3,3,0,0,0
AB,2020-06-12,0,0,0,0,0
AL,2020-06-12,0,0,0,0,0
AV,2020-06-12,3,2,0,1,0
B,2020-06-12,89,68,0,21,0
BA,2020-06-12,0,0,0,0,0
BI,2020-06-12,10,8,0,2,0
BU,2020-06-12,0,0,0,0,0
C,2020-06-12,1,1,0,0,0
CA,2020-06-12,1,1,0,0,0
CC,2020-06-12,1,1,0,0,0
CE,2020-06-12,0,0,0,0,0
CO,2020-06-12,1,1,0,0,0
CR,2020-06-12,5,5,0,0,0
CS,2020-06-12,1,1,0,0,0
CU,2020-06-12,1,1,0,0,0
GC,2020-06-12,2,2,0,0,0
GI,2020-06-12,7,7,0,0,0
GR,2020-06-12,0,0,0,0,0
GU,2020-06-12,3,2,0,1,0
H,2020-06-12,0,0,0,0,0
HU,2020-06-12,2,2,0,0,0
J,2020-06-12,0,0,0,0,0
L,2020-06-12,21,15,0,6,0
LE,2020-06-12,3,3,0,0,0
LO,2020-06-12,0,0,0,0,0
LU,2020-06-12,1,1,0,0,0
M,2020-06-12,125,124,0,1,0
MA,2020-06-12,1,1,0,0,0
ME,2020-06-12,0,0,0,0,0
MU,2020-06-12,0,0,0,0,0
NA,2020-06-12,1,1,0,0,0
O,2020-06-12,0,0,0,0,0
OR,2020-06-12,0,0,0,0,0
P,2020-06-12,1,1,0,0,0
PM,2020-06-12,7,7,0,0,0
PO,2020-06-12,1,1,0,0,0
S,2020-06-12,2,2,0,0,0
SA,2020-06-12,0,0,0,0,0
SE,2020-06-12,1,1,0,0,0
SG,2020-06-12,3,3,0,0,0
SO,2020-06-12,4,4,0,0,0
SS,2020-06-12,10,8,0,2,0
T,2020-06-12,0,0,0,0,0
TE,2020-06-12,0,0,0,0,0
TF,2020-06-12,1,1,0,0,0
TO,2020-06-12,9,9,0,0,0
V,2020-06-12,7,7,0,0,0
VA,2020-06-12,4,4,0,0,0
VI,2020-06-12,2,2,0,0,0
Z,2020-06-12,1,1,0,0,0
ZA,2020-06-12,3,3,0,0,0
A,2020-06-13,0,0,0,0,0
AB,2020-06-13,1,1,0,0,0
AL,2020-06-13,0,0,0,0,0
AV,2020-06-13,2,2,0,0,0
B,2020-06-13,23,20,0,3,0
BA,2020-06-13,1,1,0,0,0
BI,2020-06-13,13,6,0,7,0
BU,2020-06-13,1,1,0,0,0
C,2020-06-13,0,0,0,0,0
CA,2020-06-13,0,0,0,0,0
CC,2020-06-13,0,0,0,0,0
CE,2020-06-13,0,0,0,0,0
CO,2020-06-13,0,0,0,0,0
CR,2020-06-13,2,2,0,0,0
CS,2020-06-13,0,0,0,0,0
CU,2020-06-13,1,1,0,0,0
GC,2020-06-13,0,0,0,0,0
GI,2020-06-13,1,1,0,0,0
GR,2020-06-13,1,1,0,0,0
GU,2020-06-13,4,4,0,0,0
H,2020-06-13,0,0,0,0,0
HU,2020-06-13,2,2,0,0,0
J,2020-06-13,2,2,0,0,0
L,2020-06-13,17,17,0,0,0
LE,2020-06-13,1,1,0,0,0
LO,2020-06-13,2,2,0,0,0
LU,2020-06-13,0,0,0,0,0
M,2020-06-13,28,26,0,2,0
MA,2020-06-13,1,1,0,0,0
ME,2020-06-13,0,0,0,0,0
MU,2020-06-13,1,1,0,0,0
NA,2020-06-13,1,1,0,0,0
O,2020-06-13,0,0,0,0,0
OR,2020-06-13,0,0,0,0,0
P,2020-06-13,1,1,0,0,0
PM,2020-06-13,2,2,0,0,0
PO,2020-06-13,0,0,0,0,0
S,2020-06-13,1,1,0,0,0
SA,2020-06-13,0,0,0,0,0
SE,2020-06-13,0,0,0,0,0
SG,2020-06-13,0,0,0,0,0
SO,2020-06-13,2,2,0,0,0
SS,2020-06-13,4,1,0,3,0
T,2020-06-13,2,2,0,0,0
TE,2020-06-13,0,0,0,0,0
TF,2020-06-13,2,2,0,0,0
TO,2020-06-13,0,0,0,0,0
V,2020-06-13,3,3,0,0,0
VA,2020-06-13,4,3,0,1,0
VI,2020-06-13,4,3,0,1,0
Z,2020-06-13,2,2,0,0,0
ZA,2020-06-13,0,0,0,0,0
A,2020-06-14,0,0,0,0,0
AB,2020-06-14,0,0,0,0,0
AL,2020-06-14,1,1,0,0,0
AV,2020-06-14,0,0,0,0,0
B,2020-06-14,27,26,0,1,0
BA,2020-06-14,0,0,0,0,0
BI,2020-06-14,8,5,0,3,0
BU,2020-06-14,2,1,0,1,0
C,2020-06-14,0,0,0,0,0
CA,2020-06-14,0,0,0,0,0
CC,2020-06-14,0,0,0,0,0
CE,2020-06-14,0,0,0,0,0
CO,2020-06-14,0,0,0,0,0
CR,2020-06-14,3,3,0,0,0
CS,2020-06-14,0,0,0,0,0
CU,2020-06-14,0,0,0,0,0
GC,2020-06-14,1,1,0,0,0
GI,2020-06-14,12,12,0,0,0
GR,2020-06-14,1,1,0,0,0
GU,2020-06-14,1,1,0,0,0
H,2020-06-14,0,0,0,0,0
HU,2020-06-14,1,1,0,0,0
J,2020-06-14,0,0,0,0,0
L,2020-06-14,11,11,0,0,0
LE,2020-06-14,0,0,0,0,0
LO,2020-06-14,1,1,0,0,0
LU,2020-06-14,0,0,0,0,0
M,2020-06-14,47,45,0,2,0
MA,2020-06-14,2,2,0,0,0
ME,2020-06-14,0,0,0,0,0
MU,2020-06-14,3,3,0,0,0
NA,2020-06-14,2,2,0,0,0
O,2020-06-14,0,0,0,0,0
OR,2020-06-14,0,0,0,0,0
P,2020-06-14,0,0,0,0,0
PM,2020-06-14,4,4,0,0,0
PO,2020-06-14,1,1,0,0,0
S,2020-06-14,2,2,0,0,0
SA,2020-06-14,1,1,0,0,0
SE,2020-06-14,0,0,0,0,0
SG,2020-06-14,0,0,0,0,0
SO,2020-06-14,0,0,0,0,0
SS,2020-06-14,2,1,0,1,0
T,2020-06-14,3,3,0,0,0
TE,2020-06-14,0,0,0,0,0
TF,2020-06-14,0,0,0,0,0
TO,2020-06-14,7,7,0,0,0
V,2020-06-14,2,2,0,0,0
VA,2020-06-14,3,3,0,0,0
VI,2020-06-14,3,1,0,2,0
Z,2020-06-14,1,0,0,1,0
ZA,2020-06-14,0,0,0,0,0
A,2020-06-15,2,2,0,0,0
AB,2020-06-15,0,0,0,0,0
AL,2020-06-15,1,1,0,0,0
AV,2020-06-15,2,2,0,0,0
B,2020-06-15,56,38,0,18,0
BA,2020-06-15,3,3,0,0,0
BI,2020-06-15,9,7,0,2,0
BU,2020-06-15,0,0,0,0,0
C,2020-06-15,1,1,0,0,0
CA,2020-06-15,1,1,0,0,0
CC,2020-06-15,2,2,0,0,0
CE,2020-06-15,0,0,0,0,0
CO,2020-06-15,0,0,0,0,0
CR,2020-06-15,5,5,0,0,0
CS,2020-06-15,1,1,0,0,0
CU,2020-06-15,1,1,0,0,0
GC,2020-06-15,0,0,0,0,0
GI,2020-06-15,6,5,0,1,0
GR,2020-06-15,2,2,0,0,0
GU,2020-06-15,3,3,0,0,0
H,2020-06-15,0,0,0,0,0
HU,2020-06-15,5,5,0,0,0
J,2020-06-15,0,0,0,0,0
L,2020-06-15,30,27,0,3,0
LE,2020-06-15,3,3,0,0,0
LO,2020-06-15,0,0,0,0,0
LU,2020-06-15,1,1,0,0,0
M,2020-06-15,126,124,0,2,0
MA,2020-06-15,1,1,0,0,0
ME,2020-06-15,1,1,0,0,0
MU,2020-06-15,2,2,0,0,0
NA,2020-06-15,4,4,0,0,0
O,2020-06-15,0,0,0,0,0
OR,2020-06-15,0,0,0,0,0
P,2020-06-15,3,3,0,0,0
PM,2020-06-15,3,3,0,0,0
PO,2020-06-15,1,1,0,0,0
S,2020-06-15,1,1,0,0,0
SA,2020-06-15,0,0,0,0,0
SE,2020-06-15,2,2,0,0,0
SG,2020-06-15,1,1,0,0,0
SO,2020-06-15,1,1,0,0,0
SS,2020-06-15,4,1,0,3,0
T,2020-06-15,0,0,0,0,0
TE,2020-06-15,1,1,0,0,0
TF,2020-06-15,1,1,0,0,0
TO,2020-06-15,7,7,0,0,0
V,2020-06-15,8,8,0,0,0
VA,2020-06-15,4,4,0,0,0
VI,2020-06-15,7,7,0,0,0
Z,2020-06-15,0,0,0,0,0
ZA,2020-06-15,0,0,0,0,0
A,2020-06-16,1,1,0,0,0
AB,2020-06-16,1,1,0,0,0
AL,2020-06-16,1,1,0,0,0
AV,2020-06-16,2,2,0,0,0
B,2020-06-16,62,48,0,14,0
BA,2020-06-16,2,2,0,0,0
BI,2020-06-16,9,6,0,3,0
BU,2020-06-16,1,1,0,0,0
C,2020-06-16,0,0,0,0,0
CA,2020-06-16,0,0,0,0,0
CC,2020-06-16,0,0,0,0,0
CE,2020-06-16,0,0,0,0,0
CO,2020-06-16,0,0,0,0,0
CR,2020-06-16,5,5,0,0,0
CS,2020-06-16,0,0,0,0,0
CU,2020-06-16,2,2,0,0,0
GC,2020-06-16,2,2,0,0,0
GI,2020-06-16,9,9,0,0,0
GR,2020-06-16,5,5,0,0,0
GU,2020-06-16,1,1,0,0,0
H,2020-06-16,0,0,0,0,0
HU,2020-06-16,7,7,0,0,0
J,2020-06-16,2,2,0,0,0
L,2020-06-16,18,18,0,0,0
LE,2020-06-16,1,1,0,0,0
LO,2020-06-16,1,1,0,0,0
LU,2020-06-16,0,0,0,0,0
M,2020-06-16,56,56,0,0,0
MA,2020-06-16,1,1,0,0,0
ME,2020-06-16,0,0,0,0,0
MU,2020-06-16,1,1,0,0,0
NA,2020-06-16,12,12,0,0,0
O,2020-06-16,1,1,0,0,0
OR,2020-06-16,0,0,0,0,0
P,2020-06-16,0,0,0,0,0
PM,2020-06-16,4,4,0,0,0
PO,2020-06-16,1,1,0,0,0
S,2020-06-16,2,2,0,0,0
SA,2020-06-16,4,4,0,0,0
SE,2020-06-16,1,1,0,0,0
SG,2020-06-16,3,3,0,0,0
SO,2020-06-16,0,0,0,0,0
SS,2020-06-16,3,2,0,1,0
T,2020-06-16,1,1,0,0,0
TE,2020-06-16,1,1,0,0,0
TF,2020-06-16,0,0,0,0,0
TO,2020-06-16,14,14,0,0,0
V,2020-06-16,9,9,0,0,0
VA,2020-06-16,31,30,0,1,0
VI,2020-06-16,5,2,0,3,0
Z,2020-06-16,3,3,0,0,0
ZA,2020-06-16,0,0,0,0,0
A,2020-06-17,2,2,0,0,0
AB,2020-06-17,2,2,0,0,0
AL,2020-06-17,0,0,0,0,0
AV,2020-06-17,0,0,0,0,0
B,2020-06-17,64,47,0,16,1
BA,2020-06-17,0,0,0,0,0
BI,2020-06-17,11,6,0,5,0
BU,2020-06-17,1,1,0,0,0
C,2020-06-17,2,2,0,0,0
CA,2020-06-17,2,2,0,0,0
CC,2020-06-17,7,7,0,0,0
CE,2020-06-17,0,0,0,0,0
CO,2020-06-17,0,0,0,0,0
CR,2020-06-17,7,7,0,0,0
CS,2020-06-17,2,2,0,0,0
CU,2020-06-17,1,1,0,0,0
GC,2020-06-17,14,14,0,0,0
GI,2020-06-17,3,3,0,0,0
GR,2020-06-17,6,6,0,0,0
GU,2020-06-17,1,1,0,0,0
H,2020-06-17,0,0,0,0,0
HU,2020-06-17,4,4,0,0,0
J,2020-06-17,0,0,0,0,0
L,2020-06-17,34,34,0,0,0
LE,2020-06-17,2,2,0,0,0
LO,2020-06-17,0,0,0,0,0
LU,2020-06-17,1,1,0,0,0
M,2020-06-17,81,81,0,0,0
MA,2020-06-17,2,2,0,0,0
ME,2020-06-17,0,0,0,0,0
MU,2020-06-17,2,2,0,0,0
NA,2020-06-17,3,3,0,0,0
O,2020-06-17,0,0,0,0,0
OR,2020-06-17,0,0,0,0,0
P,2020-06-17,4,4,0,0,0
PM,2020-06-17,4,4,0,0,0
PO,2020-06-17,1,1,0,0,0
S,2020-06-17,3,3,0,0,0
SA,2020-06-17,0,0,0,0,0
SE,2020-06-17,0,0,0,0,0
SG,2020-06-17,2,2,0,0,0
SO,2020-06-17,2,2,0,0,0
SS,2020-06-17,3,2,0,1,0
T,2020-06-17,1,1,0,0,0
TE,2020-06-17,0,0,0,0,0
TF,2020-06-17,0,0,0,0,0
TO,2020-06-17,5,5,0,0,0
V,2020-06-17,4,4,0,0,0
VA,2020-06-17,7,7,0,0,0
VI,2020-06-17,1,0,0,1,0
Z,2020-06-17,2,2,0,0,0
ZA,2020-06-17,0,0,0,0,0
A,2020-06-18,2,2,0,0,0
AB,2020-06-18,0,0,0,0,0
AL,2020-06-18,1,1,0,0,0
AV,2020-06-18,0,0,0,0,0
B,2020-06-18,67,53,0,14,0
BA,2020-06-18,1,1,0,0,0
BI,2020-06-18,11,8,0,3,0
BU,2020-06-18,2,1,0,1,0
C,2020-06-18,2,2,0,0,0
CA,2020-06-18,13,13,0,0,0
CC,2020-06-18,3,3,0,0,0
CE,2020-06-18,0,0,0,0,0
CO,2020-06-18,0,0,0,0,0
CR,2020-06-18,6,6,0,0,0
CS,2020-06-18,2,2,0,0,0
CU,2020-06-18,1,1,0,0,0
GC,2020-06-18,0,0,0,0,0
GI,2020-06-18,6,6,0,0,0
GR,2020-06-18,6,6,0,0,0
GU,2020-06-18,3,3,0,0,0
H,2020-06-18,1,1,0,0,0
HU,2020-06-18,9,9,0,0,0
J,2020-06-18,2,2,0,0,0
L,2020-06-18,35,34,0,1,0
LE,2020-06-18,1,1,0,0,0
LO,2020-06-18,1,1,0,0,0
LU,2020-06-18,0,0,0,0,0
M,2020-06-18,70,70,0,0,0
MA,2020-06-18,2,2,0,0,0
ME,2020-06-18,0,0,0,0,0
MU,2020-06-18,2,2,0,0,0
NA,2020-06-18,6,6,0,0,0
O,2020-06-18,0,0,0,0,0
OR,2020-06-18,0,0,0,0,0
P,2020-06-18,0,0,0,0,0
PM,2020-06-18,5,5,0,0,0
PO,2020-06-18,0,0,0,0,0
S,2020-06-18,5,5,0,0,0
SA,2020-06-18,2,2,0,0,0
SE,2020-06-18,0,0,0,0,0
SG,2020-06-18,0,0,0,0,0
SO,2020-06-18,1,1,0,0,0
SS,2020-06-18,6,3,0,3,0
T,2020-06-18,1,1,0,0,0
TE,2020-06-18,0,0,0,0,0
TF,2020-06-18,0,0,0,0,0
TO,2020-06-18,3,3,0,0,0
V,2020-06-18,4,4,0,0,0
VA,2020-06-18,5,5,0,0,0
VI,2020-06-18,4,0,0,4,0
Z,2020-06-18,7,7,0,0,0
ZA,2020-06-18,1,1,0,0,0
A,2020-06-19,1,1,0,0,0
AB,2020-06-19,0,0,0,0,0
AL,2020-06-19,1,1,0,0,0
AV,2020-06-19,1,1,0,0,0
B,2020-06-19,61,46,0,15,0
BA,2020-06-19,0,0,0,0,0
BI,2020-06-19,12,9,0,3,0
BU,2020-06-19,1,0,0,1,0
C,2020-06-19,0,0,0,0,0
CA,2020-06-19,1,1,0,0,0
CC,2020-06-19,2,2,0,0,0
CE,2020-06-19,0,0,0,0,0
CO,2020-06-19,1,1,0,0,0
CR,2020-06-19,7,7,0,0,0
CS,2020-06-19,0,0,0,0,0
CU,2020-06-19,1,1,0,0,0
GC,2020-06-19,0,0,0,0,0
GI,2020-06-19,1,1,0,0,0
GR,2020-06-19,7,7,0,0,0
GU,2020-06-19,2,2,0,0,0
H,2020-06-19,0,0,0,0,0
HU,2020-06-19,16,16,0,0,0
J,2020-06-19,0,0,0,0,0
L,2020-06-19,34,34,0,0,0
LE,2020-06-19,0,0,0,0,0
LO,2020-06-19,0,0,0,0,0
LU,2020-06-19,2,2,0,0,0
M,2020-06-19,60,60,0,0,0
MA,2020-06-19,1,1,0,0,0
ME,2020-06-19,0,0,0,0,0
MU,2020-06-19,3,3,0,0,0
NA,2020-06-19,9,9,0,0,0
O,2020-06-19,0,0,0,0,0
OR,2020-06-19,0,0,0,0,0
P,2020-06-19,0,0,0,0,0
PM,2020-06-19,8,8,0,0,0
PO,2020-06-19,0,0,0,0,0
S,2020-06-19,0,0,0,0,0
SA,2020-06-19,3,3,0,0,0
SE,2020-06-19,0,0,0,0,0
SG,2020-06-19,0,0,0,0,0
SO,2020-06-19,1,1,0,0,0
SS,2020-06-19,3,0,0,3,0
T,2020-06-19,0,0,0,0,0
TE,2020-06-19,1,1,0,0,0
TF,2020-06-19,1,1,0,0,0
TO,2020-06-19,6,6,0,0,0
V,2020-06-19,10,10,0,0,0
VA,2020-06-19,7,7,0,0,0
VI,2020-06-19,4,2,0,2,0
Z,2020-06-19,5,5,0,0,0
ZA,2020-06-19,1,1,0,0,0
A,2020-06-20,0,0,0,0,0
AB,2020-06-20,1,1,0,0,0
AL,2020-06-20,0,0,0,0,0
AV,2020-06-20,3,3,0,0,0
B,2020-06-20,49,47,0,2,0
BA,2020-06-20,1,1,0,0,0
BI,2020-06-20,1,0,0,1,0
BU,2020-06-20,1,0,0,1,0
C,2020-06-20,0,0,0,0,0
CA,2020-06-20,1,1,0,0,0
CC,2020-06-20,0,0,0,0,0
CE,2020-06-20,0,0,0,0,0
CO,2020-06-20,0,0,0,0,0
CR,2020-06-20,8,8,0,0,0
CS,2020-06-20,1,1,0,0,0
CU,2020-06-20,1,1,0,0,0
GC,2020-06-20,11,11,0,0,0
GI,2020-06-20,4,4,0,0,0
GR,2020-06-20,10,10,0,0,0
GU,2020-06-20,3,3,0,0,0
H,2020-06-20,0,0,0,0,0
HU,2020-06-20,25,25,0,0,0
J,2020-06-20,0,0,0,0,0
L,2020-06-20,37,37,0,0,0
LE,2020-06-20,1,1,0,0,0
LO,2020-06-20,1,1,0,0,0
LU,2020-06-20,0,0,0,0,0
M,2020-06-20,39,39,0,0,0
MA,2020-06-20,4,4,0,0,0
ME,2020-06-20,0,0,0,0,0
MU,2020-06-20,3,3,0,0,0
NA,2020-06-20,4,4,0,0,0
O,2020-06-20,0,0,0,0,0
