ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
PV,2020-04-12,153,142,0,0,11
RI,2020-04-12,22,22,0,0,0
VC,2020-04-12,83,67,14,0,2
AN,2020-04-13,111,70,40,1,0
AR,2020-04-13,84,72,0,0,12
AS,2020-04-13,32,32,0,0,0
CB,2020-04-13,35,35,0,0,0
CE,2020-04-13,2,0,1,0,1
CL,2020-04-13,512,235,277,0,0
CM,2020-04-13,327,106,10,1,210
CN,2020-04-13,14,13,0,0,1
CT,2020-04-13,601,553,0,2,46
EX,2020-04-13,68,24,44,0,0
GA,2020-04-13,110,103,7,0,0
IB,2020-04-13,15,10,4,0,1
MC,2020-04-13,7,1,6,0,0
MD,2020-04-13,382,379,0,0,3
ML,2020-04-13,1,1,0,0,0
NC,2020-04-13,87,56,31,0,0
PV,2020-04-13,129,108,0,0,21
RI,2020-04-13,29,25,4,0,0
VC,2020-04-13,99,63,31,0,5
AN,2020-04-14,209,57,152,0,0
AR,2020-04-14,53,45,0,0,8
AS,2020-04-14,30,30,0,0,0
CB,2020-04-14,14,14,0,0,0
CE,2020-04-14,0,0,0,0,0
CL,2020-04-14,461,201,260,0,0
CM,2020-04-14,233,67,17,0,149
CN,2020-04-14,13,12,0,0,1
CT,2020-04-14,730,701,0,1,28
EX,2020-04-14,87,28,59,0,0
GA,2020-04-14,99,63,34,0,2
IB,2020-04-14,10,8,2,0,0
MC,2020-04-14,7,5,2,0,0
MD,2020-04-14,500,495,0,1,4
ML,2020-04-14,0,0,0,0,0
NC,2020-04-14,100,48,52,0,0
PV,2020-04-14,104,89,0,0,15
RI,2020-04-14,24,24,0,0,0
VC,2020-04-14,98,63,29,0,6
AN,2020-04-15,216,90,126,0,0
AR,2020-04-15,79,64,0,0,15
AS,2020-04-15,40,40,0,0,0
CB,2020-04-15,17,17,0,0,0
CE,2020-04-15,0,0,0,0,0
CL,2020-04-15,342,174,168,0,0
CM,2020-04-15,180,77,6,0,97
CN,2020-04-15,15,15,0,0,0
CT,2020-04-15,757,733,0,1,23
EX,2020-04-15,97,25,72,0,0
GA,2020-04-15,199,97,100,0,2
IB,2020-04-15,9,5,4,0,0
MC,2020-04-15,9,5,3,0,1
MD,2020-04-15,504,503,0,0,1
ML,2020-04-15,0,0,0,0,0
NC,2020-04-15,78,35,43,0,0
PV,2020-04-15,110,100,0,0,10
RI,2020-04-15,16,14,2,0,0
VC,2020-04-15,151,72,75,0,4
AN,2020-04-16,175,50,125,0,0
AR,2020-04-16,65,57,0,0,8
AS,2020-04-16,12,12,0,0,0
CB,2020-04-16,18,18,0,0,0
CE,2020-04-16,1,1,0,0,0
CL,2020-04-16,299,144,155,0,0
CM,2020-04-16,127,33,10,0,84
CN,2020-04-16,15,14,0,0,1
CT,2020-04-16,716,702,0,0,14
EX,2020-04-16,69,23,45,1,0
GA,2020-04-16,108,69,36,0,3
IB,2020-04-16,14,14,0,0,0
MC,2020-04-16,2,1,1,0,0
MD,2020-04-16,596,595,0,0,1
ML,2020-04-16,0,0,0,0,0
NC,2020-04-16,61,30,31,0,0
PV,2020-04-16,128,108,0,0,20
RI,2020-04-16,29,28,1,0,0
VC,2020-04-16,131,53,75,0,3
AN,2020-04-17,141,63,78,0,0
AR,2020-04-17,69,53,0,0,16
AS,2020-04-17,12,12,0,0,0
CB,2020-04-17,27,26,0,0,1
CE,2020-04-17,1,0,1,0,0
CL,2020-04-17,206,146,60,0,0
CM,2020-04-17,145,24,14,0,107
CN,2020-04-17,8,8,0,0,0
CT,2020-04-17,614,587,0,0,27
EX,2020-04-17,101,28,73,0,0
GA,2020-04-17,98,52,43,0,3
IB,2020-04-17,11,7,3,0,1
MC,2020-04-17,6,3,3,0,0
MD,2020-04-17,390,390,0,0,0
ML,2020-04-17,0,0,0,0,0
NC,2020-04-17,86,44,42,0,0
PV,2020-04-17,150,132,0,0,18
RI,2020-04-17,25,23,2,0,0
VC,2020-04-17,157,82,72,0,3
AN,2020-04-18,135,41,94,0,0
AR,2020-04-18,57,55,0,0,2
AS,2020-04-18,9,9,0,0,0
CB,2020-04-18,13,13,0,0,0
CE,2020-04-18,1,0,1,0,0
CL,2020-04-18,171,94,76,1,0
CM,2020-04-18,97,32,6,0,59
CN,2020-04-18,9,9,0,0,0
CT,2020-04-18,455,431,0,0,24
EX,2020-04-18,90,18,72,0,0
GA,2020-04-18,107,62,45,0,0
IB,2020-04-18,14,12,2,0,0
MC,2020-04-18,5,0,5,0,0
MD,2020-04-18,467,467,0,0,0
ML,2020-04-18,0,0,0,0,0
NC,2020-04-18,65,39,26,0,0
PV,2020-04-18,108,97,0,0,11
RI,2020-04-18,17,17,0,0,0
VC,2020-04-18,199,52,142,0,5
AN,2020-04-19,74,28,46,0,0
AR,2020-04-19,44,35,0,0,9
AS,2020-04-19,6,6,0,0,0
CB,2020-04-19,15,15,0,0,0
CE,2020-04-19,0,0,0,0,0
CL,2020-04-19,217,136,81,0,0
CM,2020-04-19,105,33,1,0,71
CN,2020-04-19,15,15,0,0,0
CT,2020-04-19,267,258,0,0,9
EX,2020-04-19,48,11,36,1,0
GA,2020-04-19,57,47,10,0,0
IB,2020-04-19,10,8,2,0,0
MC,2020-04-19,4,3,1,0,0
MD,2020-04-19,266,264,0,1,1
ML,2020-04-19,0,0,0,0,0
NC,2020-04-19,46,35,11,0,0
PV,2020-04-19,54,50,0,0,4
RI,2020-04-19,14,14,0,0,0
VC,2020-04-19,71,25,45,0,1
AN,2020-04-20,79,39,40,0,0
AR,2020-04-20,46,31,0,0,15
AS,2020-04-20,7,7,0,0,0
CB,2020-04-20,24,24,0,0,0
CE,2020-04-20,1,1,0,0,0
CL,2020-04-20,261,196,64,1,0
CM,2020-04-20,142,53,3,0,86
CN,2020-04-20,16,15,0,0,1
CT,2020-04-20,371,343,0,1,27
EX,2020-04-20,49,31,18,0,0
GA,2020-04-20,89,62,23,0,4
IB,2020-04-20,18,14,3,0,1
MC,2020-04-20,2,1,1,0,0
MD,2020-04-20,281,280,0,1,0
ML,2020-04-20,2,2,0,0,0
NC,2020-04-20,63,31,32,0,0
PV,2020-04-20,82,78,0,0,4
RI,2020-04-20,9,9,0,0,0
VC,2020-04-20,72,35,34,0,3
AN,2020-04-21,154,38,116,0,0
AR,2020-04-21,133,38,0,0,95
AS,2020-04-21,16,16,0,0,0
CB,2020-04-21,10,10,0,0,0
CE,2020-04-21,2,0,2,0,0
CL,2020-04-21,279,120,159,0,0
CM,2020-04-21,148,35,4,0,109
CN,2020-04-21,7,7,0,0,0
CT,2020-04-21,201,181,0,1,19
EX,2020-04-21,69,16,53,0,0
GA,2020-04-21,98,43,48,0,7
IB,2020-04-21,11,7,4,0,0
MC,2020-04-21,7,2,5,0,0
MD,2020-04-21,480,480,0,0,0
ML,2020-04-21,0,0,0,0,0
NC,2020-04-21,30,11,19,0,0
PV,2020-04-21,78,70,0,0,8
RI,2020-04-21,6,4,2,0,0
VC,2020-04-21,178,50,123,0,5
AN,2020-04-22,134,27,107,0,0
AR,2020-04-22,100,57,0,0,43
AS,2020-04-22,8,8,0,0,0
CB,2020-04-22,26,26,0,0,0
CE,2020-04-22,3,1,2,0,0
CL,2020-04-22,256,164,92,0,0
CM,2020-04-22,150,24,5,0,121
CN,2020-04-22,7,7,0,0,0
CT,2020-04-22,326,305,0,1,20
EX,2020-04-22,85,27,58,0,0
GA,2020-04-22,134,48,75,0,11
IB,2020-04-22,8,5,2,0,1
MC,2020-04-22,8,3,5,0,0
MD,2020-04-22,459,458,0,0,1
ML,2020-04-22,1,1,0,0,0
NC,2020-04-22,53,21,32,0,0
PV,2020-04-22,65,50,0,0,15
RI,2020-04-22,15,14,1,0,0
VC,2020-04-22,156,35,120,0,1
AN,2020-04-23,168,35,133,0,0
AR,2020-04-23,28,22,0,0,6
AS,2020-04-23,9,9,0,0,0
CB,2020-04-23,26,26,0,0,0
CE,2020-04-23,3,0,3,0,0
CL,2020-04-23,214,81,132,0,1
CM,2020-04-23,88,22,2,0,64
CN,2020-04-23,5,3,0,0,2
CT,2020-04-23,283,269,0,0,14
EX,2020-04-23,84,14,70,0,0
GA,2020-04-23,125,57,60,0,8
IB,2020-04-23,5,5,0,0,0
MC,2020-04-23,12,3,9,0,0
MD,2020-04-23,373,373,0,0,0
ML,2020-04-23,0,0,0,0,0
NC,2020-04-23,56,19,37,0,0
PV,2020-04-23,66,58,0,0,8
RI,2020-04-23,13,13,0,0,0
VC,2020-04-23,191,43,142,0,6
AN,2020-04-24,169,45,124,0,0
AR,2020-04-24,24,20,0,0,4
AS,2020-04-24,17,17,0,0,0
CB,2020-04-24,13,13,0,0,0
CE,2020-04-24,1,0,1,0,0
CL,2020-04-24,292,138,154,0,0
CM,2020-04-24,55,15,0,0,40
CN,2020-04-24,11,10,0,0,1
CT,2020-04-24,272,246,0,1,25
EX,2020-04-24,112,16,96,0,0
GA,2020-04-24,124,38,79,0,7
IB,2020-04-24,10,9,1,0,0
MC,2020-04-24,6,0,6,0,0
MD,2020-04-24,238,237,0,0,1
ML,2020-04-24,1,1,0,0,0
NC,2020-04-24,62,21,41,0,0
PV,2020-04-24,98,86,0,0,12
RI,2020-04-24,5,4,1,0,0
VC,2020-04-24,230,40,187,0,3
AN,2020-04-25,58,25,33,0,0
AR,2020-04-25,33,19,0,0,14
AS,2020-04-25,3,3,0,0,0
CB,2020-04-25,12,12,0,0,0
CE,2020-04-25,1,1,0,0,0
CL,2020-04-25,140,88,52,0,0
CM,2020-04-25,52,14,2,0,36
CN,2020-04-25,4,4,0,0,0
CT,2020-04-25,176,165,0,1,10
EX,2020-04-25,87,23,64,0,0
GA,2020-04-25,36,25,10,0,1
IB,2020-04-25,11,10,1,0,0
MC,2020-04-25,3,2,1,0,0
MD,2020-04-25,132,132,0,0,0
ML,2020-04-25,1,1,0,0,0
NC,2020-04-25,39,21,18,0,0
PV,2020-04-25,47,38,0,0,9
RI,2020-04-25,5,5,0,0,0
VC,2020-04-25,106,38,66,0,2
AN,2020-04-26,36,15,21,0,0
AR,2020-04-26,21,16,0,0,5
AS,2020-04-26,5,5,0,0,0
CB,2020-04-26,4,4,0,0,0
CE,2020-04-26,0,0,0,0,0
CL,2020-04-26,108,41,67,0,0
CM,2020-04-26,95,17,4,0,74
CN,2020-04-26,2,2,0,0,0
CT,2020-04-26,139,133,0,0,6
EX,2020-04-26,24,12,12,0,0
GA,2020-04-26,26,16,8,0,2
IB,2020-04-26,0,0,0,0,0
MC,2020-04-26,6,3,3,0,0
MD,2020-04-26,124,124,0,0,0
ML,2020-04-26,0,0,0,0,0
NC,2020-04-26,12,8,4,0,0
PV,2020-04-26,41,31,0,0,10
RI,2020-04-26,4,2,2,0,0
VC,2020-04-26,38,19,18,0,1
AN,2020-04-27,46,16,29,1,0
AR,2020-04-27,67,25,0,1,41
AS,2020-04-27,5,5,0,0,0
CB,2020-04-27,2,2,0,0,0
CE,2020-04-27,1,1,0,0,0
CL,2020-04-27,133,45,88,0,0
CM,2020-04-27,104,24,1,0,79
CN,2020-04-27,3,3,0,0,0
CT,2020-04-27,147,127,0,0,20
EX,2020-04-27,20,10,10,0,0
GA,2020-04-27,57,28,24,0,5
IB,2020-04-27,3,3,0,0,0
MC,2020-04-27,1,0,1,0,0
MD,2020-04-27,188,187,0,1,0
ML,2020-04-27,0,0,0,0,0
NC,2020-04-27,23,20,3,0,0
PV,2020-04-27,30,28,0,0,2
RI,2020-04-27,4,4,0,0,0
VC,2020-04-27,51,20,30,0,1
AN,2020-04-28,130,18,112,0,0
AR,2020-04-28,127,29,0,1,97
AS,2020-04-28,10,10,0,0,0
CB,2020-04-28,5,5,0,0,0
CE,2020-04-28,2,1,1,0,0
CL,2020-04-28,323,64,259,0,0
CM,2020-04-28,92,17,1,0,74
CN,2020-04-28,4,1,0,0,3
CT,2020-04-28,160,153,0,0,7
EX,2020-04-28,26,5,21,0,0
GA,2020-04-28,80,20,51,0,9
IB,2020-04-28,5,4,0,0,1
MC,2020-04-28,16,0,16,0,0
MD,2020-04-28,235,235,0,0,0
ML,2020-04-28,0,0,0,0,0
NC,2020-04-28,32,13,19,0,0
PV,2020-04-28,50,39,0,0,11
RI,2020-04-28,10,10,0,0,0
VC,2020-04-28,120,37,82,0,1
AN,2020-04-29,162,32,130,0,0
AR,2020-04-29,39,23,0,0,16
AS,2020-04-29,3,3,0,0,0
CB,2020-04-29,5,5,0,0,0
CE,2020-04-29,4,4,0,0,0
CL,2020-04-29,244,47,197,0,0
CM,2020-04-29,69,8,2,2,57
CN,2020-04-29,4,3,0,0,1
CT,2020-04-29,154,142,0,0,12
EX,2020-04-29,59,15,44,0,0
GA,2020-04-29,113,43,69,0,1
IB,2020-04-29,3,2,1,0,0
MC,2020-04-29,10,2,8,0,0
MD,2020-04-29,215,215,0,0,0
ML,2020-04-29,1,1,0,0,0
NC,2020-04-29,50,18,32,0,0
PV,2020-04-29,39,31,0,0,8
RI,2020-04-29,5,5,0,0,0
VC,2020-04-29,138,34,103,0,1
AN,2020-04-30,119,21,97,1,0
AR,2020-04-30,39,26,0,0,13
AS,2020-04-30,10,10,0,0,0
CB,2020-04-30,12,12,0,0,0
CE,2020-04-30,0,0,0,0,0
CL,2020-04-30,236,68,168,0,0
CM,2020-04-30,73,7,0,0,66
CN,2020-04-30,4,4,0,0,0
CT,2020-04-30,191,178,0,1,12
EX,2020-04-30,86,13,73,0,0
GA,2020-04-30,96,24,58,0,14
IB,2020-04-30,5,5,0,0,0
MC,2020-04-30,25,1,24,0,0
MD,2020-04-30,178,178,0,0,0
ML,2020-04-30,1,1,0,0,0
NC,2020-04-30,57,16,41,0,0
PV,2020-04-30,33,26,0,0,7
RI,2020-04-30,2,2,0,0,0
VC,2020-04-30,114,19,94,0,1
AN,2020-05-01,100,16,84,0,0
AR,2020-05-01,16,16,0,0,0
AS,2020-05-01,2,2,0,0,0
CB,2020-05-01,16,16,0,0,0
CE,2020-05-01,1,1,0,0,0
CL,2020-05-01,336,53,281,2,0
CM,2020-05-01,21,9,3,0,9
CN,2020-05-01,9,9,0,0,0
CT,2020-05-01,166,156,0,1,9
EX,2020-05-01,97,23,74,0,0
GA,2020-05-01,108,19,80,0,9
IB,2020-05-01,10,8,2,0,0
MC,2020-05-01,8,1,7,0,0
MD,2020-05-01,199,198,0,1,0
ML,2020-05-01,0,0,0,0,0
NC,2020-05-01,72,21,51,0,0
PV,2020-05-01,42,33,0,0,9
RI,2020-05-01,1,1,0,0,0
VC,2020-05-01,95,24,70,1,0
AN,2020-05-02,95,15,80,0,0
AR,2020-05-02,21,16,0,2,3
AS,2020-05-02,3,3,0,0,0
CB,2020-05-02,0,0,0,0,0
CE,2020-05-02,2,2,0,0,0
CL,2020-05-02,346,60,286,0,0
CM,2020-05-02,16,6,4,0,6
CN,2020-05-02,5,5,0,0,0
CT,2020-05-02,156,151,0,0,5
EX,2020-05-02,58,13,45,0,0
GA,2020-05-02,84,23,46,0,15
IB,2020-05-02,3,1,2,0,0
MC,2020-05-02,17,1,16,0,0
MD,2020-05-02,167,167,0,0,0
ML,2020-05-02,0,0,0,0,0
NC,2020-05-02,70,16,54,0,0
PV,2020-05-02,50,41,0,0,9
RI,2020-05-02,2,1,1,0,0
VC,2020-05-02,110,31,76,0,3
AN,2020-05-03,27,8,19,0,0
AR,2020-05-03,18,16,0,2,0
AS,2020-05-03,3,3,0,0,0
CB,2020-05-03,3,3,0,0,0
CE,2020-05-03,0,0,0,0,0
CL,2020-05-03,113,58,55,0,0
CM,2020-05-03,48,6,2,0,40
CN,2020-05-03,0,0,0,0,0
CT,2020-05-03,140,131,0,0,9
EX,2020-05-03,11,5,6,0,0
GA,2020-05-03,45,9,36,0,0
IB,2020-05-03,4,3,1,0,0
MC,2020-05-03,4,1,3,0,0
MD,2020-05-03,73,73,0,0,0
ML,2020-05-03,0,0,0,0,0
NC,2020-05-03,23,10,13,0,0
PV,2020-05-03,35,28,0,0,7
RI,2020-05-03,2,2,0,0,0
VC,2020-05-03,46,15,29,0,2
AN,2020-05-04,49,18,31,0,0
AR,2020-05-04,36,36,0,0,0
AS,2020-05-04,4,4,0,0,0
CB,2020-05-04,1,1,0,0,0
CE,2020-05-04,0,0,0,0,0
CL,2020-05-04,92,28,64,0,0
CM,2020-05-04,19,14,1,2,2
CN,2020-05-04,4,4,0,0,0
CT,2020-05-04,131,121,0,1,9
EX,2020-05-04,20,12,8,0,0
GA,2020-05-04,76,14,49,0,13
IB,2020-05-04,1,1,0,0,0
MC,2020-05-04,3,2,1,0,0
MD,2020-05-04,108,108,0,0,0
ML,2020-05-04,0,0,0,0,0
NC,2020-05-04,20,13,7,0,0
PV,2020-05-04,18,13,0,0,5
RI,2020-05-04,2,2,0,0,0
VC,2020-05-04,28,6,21,0,1
AN,2020-05-05,73,12,61,0,0
AR,2020-05-05,43,7,0,0,36
AS,2020-05-05,4,4,0,0,0
CB,2020-05-05,6,6,0,0,0
CE,2020-05-05,0,0,0,0,0
CL,2020-05-05,44,14,30,0,0
CM,2020-05-05,11,11,0,0,0
CN,2020-05-05,2,2,0,0,0
CT,2020-05-05,72,60,0,5,7
EX,2020-05-05,41,1,40,0,0
GA,2020-05-05,133,7,107,0,19
IB,2020-05-05,4,4,0,0,0
MC,2020-05-05,2,1,1,0,0
MD,2020-05-05,63,62,0,0,1
ML,2020-05-05,0,0,0,0,0
NC,2020-05-05,5,5,0,0,0
PV,2020-05-05,21,19,0,0,2
RI,2020-05-05,0,0,0,0,0
VC,2020-05-05,20,12,8,0,0
AN,2020-05-06,25,2,23,0,0
AR,2020-05-06,43,6,0,1,36
AS,2020-05-06,4,4,0,0,0
CB,2020-05-06,1,1,0,0,0
CE,2020-05-06,1,1,0,0,0
CL,2020-05-06,28,13,15,0,0
CM,2020-05-06,11,11,0,0,0
CN,2020-05-06,0,0,0,0,0
CT,2020-05-06,56,46,0,1,9
EX,2020-05-06,36,5,31,0,0
GA,2020-05-06,60,15,39,1,5
IB,2020-05-06,4,4,0,0,0
MC,2020-05-06,2,2,0,0,0
MD,2020-05-06,56,55,0,1,0
ML,2020-05-06,0,0,0,0,0
NC,2020-05-06,9,7,2,0,0
PV,2020-05-06,25,14,0,0,11
RI,2020-05-06,0,0,0,0,0
VC,2020-05-06,15,12,2,0,1
AN,2020-05-07,24,2,21,1,0
AR,2020-05-07,34,34,0,0,0
AS,2020-05-07,3,3,0,0,0
CB,2020-05-07,0,0,0,0,0
CE,2020-05-07,1,1,0,0,0
CL,2020-05-07,30,21,9,0,0
CM,2020-05-07,13,13,0,0,0
CN,2020-05-07,1,1,0,0,0
CT,2020-05-07,67,64,0,0,3
EX,2020-05-07,50,2,48,0,0
GA,2020-05-07,49,9,30,0,10
IB,2020-05-07,2,2,0,0,0
MC,2020-05-07,2,2,0,0,0
MD,2020-05-07,69,68,1,0,0
ML,2020-05-07,0,0,0,0,0
NC,2020-05-07,2,2,0,0,0
PV,2020-05-07,23,12,0,0,11
RI,2020-05-07,1,1,0,0,0
VC,2020-05-07,13,4,9,0,0
AN,2020-05-08,16,7,9,0,0
AR,2020-05-08,15,14,0,0,1
AS,2020-05-08,3,3,0,0,0
CB,2020-05-08,2,2,0,0,0
CE,2020-05-08,0,0,0,0,0
CL,2020-05-08,31,18,13,0,0
CM,2020-05-08,7,7,0,0,0
CN,2020-05-08,1,1,0,0,0
CT,2020-05-08,71,65,0,2,4
EX,2020-05-08,33,3,29,1,0
GA,2020-05-08,43,7,28,0,8
IB,2020-05-08,4,4,0,0,0
MC,2020-05-08,1,1,0,0,0
MD,2020-05-08,70,70,0,0,0
ML,2020-05-08,0,0,0,0,0
NC,2020-05-08,7,7,0,0,0
PV,2020-05-08,27,19,0,0,8
RI,2020-05-08,1,1,0,0,0
VC,2020-05-08,12,5,7,0,0
AN,2020-05-09,11,2,9,0,0
AR,2020-05-09,5,5,0,0,0
AS,2020-05-09,3,3,0,0,0
CB,2020-05-09,3,3,0,0,0
CE,2020-05-09,0,0,0,0,0
CL,2020-05-09,14,9,4,1,0
CM,2020-05-09,6,6,0,0,0
CN,2020-05-09,2,2,0,0,0
CT,2020-05-09,59,53,0,1,5
EX,2020-05-09,52,2,50,0,0
GA,2020-05-09,21,10,9,0,2
IB,2020-05-09,0,0,0,0,0
MC,2020-05-09,1,1,0,0,0
MD,2020-05-09,67,65,0,2,0
ML,2020-05-09,0,0,0,0,0
NC,2020-05-09,4,3,1,0,0
PV,2020-05-09,20,13,0,0,7
RI,2020-05-09,0,0,0,0,0
VC,2020-05-09,8,7,1,0,0
AN,2020-05-10,5,5,0,0,0
AR,2020-05-10,8,8,0,0,0
AS,2020-05-10,1,1,0,0,0
CB,2020-05-10,2,1,1,0,0
CE,2020-05-10,0,0,0,0,0
CL,2020-05-10,12,10,2,0,0
CM,2020-05-10,12,11,1,0,0
CN,2020-05-10,1,1,0,0,0
CT,2020-05-10,91,87,0,1,3
EX,2020-05-10,5,3,2,0,0
GA,2020-05-10,11,8,3,0,0
IB,2020-05-10,7,6,1,0,0
MC,2020-05-10,1,1,0,0,0
MD,2020-05-10,74,73,0,1,0
ML,2020-05-10,0,0,0,0,0
NC,2020-05-10,5,4,1,0,0
PV,2020-05-10,10,6,0,0,4
RI,2020-05-10,1,1,0,0,0
VC,2020-05-10,8,8,0,0,0
AN,2020-05-11,21,17,4,0,0
AR,2020-05-11,6,5,0,1,0
AS,2020-05-11,4,4,0,0,0
CB,2020-05-11,10,9,1,0,0
CE,2020-05-11,1,1,0,0,0
CL,2020-05-11,29,28,1,0,0
CM,2020-05-11,31,27,0,4,0
CN,2020-05-11,3,3,0,0,0
CT,2020-05-11,133,103,0,30,0
EX,2020-05-11,9,5,4,0,0
GA,2020-05-11,12,10,0,0,2
IB,2020-05-11,8,8,0,0,0
MC,2020-05-11,2,2,0,0,0
MD,2020-05-11,196,191,0,5,0
ML,2020-05-11,0,0,0,0,0
NC,2020-05-11,12,12,0,0,0
PV,2020-05-11,22,21,0,0,1
RI,2020-05-11,4,4,0,0,0
VC,2020-05-11,20,20,0,0,0
AN,2020-05-12,22,20,2,0,0
AR,2020-05-12,17,17,0,0,0
AS,2020-05-12,0,0,0,0,0
CB,2020-05-12,8,7,1,0,0
CE,2020-05-12,2,2,0,0,0
CL,2020-05-12,34,30,2,2,0
CM,2020-05-12,30,28,0,2,0
CN,2020-05-12,4,4,0,0,0
CT,2020-05-12,140,111,0,28,1
EX,2020-05-12,39,7,30,2,0
GA,2020-05-12,16,15,0,1,0
IB,2020-05-12,7,7,0,0,0
MC,2020-05-12,3,3,0,0,0
MD,2020-05-12,138,135,0,3,0
ML,2020-05-12,0,0,0,0,0
NC,2020-05-12,2,2,0,0,0
PV,2020-05-12,22,18,0,0,4
RI,2020-05-12,3,3,0,0,0
VC,2020-05-12,19,19,0,0,0
AN,2020-05-13,16,14,2,0,0
AR,2020-05-13,19,19,0,0,0
AS,2020-05-13,2,2,0,0,0
CB,2020-05-13,2,2,0,0,0
CE,2020-05-13,0,0,0,0,0
CL,2020-05-13,57,55,1,1,0
CM,2020-05-13,36,35,0,1,0
CN,2020-05-13,5,5,0,0,0
CT,2020-05-13,164,129,0,35,0
EX,2020-05-13,38,6,31,1,0
GA,2020-05-13,10,10,0,0,0
IB,2020-05-13,10,10,0,0,0
MC,2020-05-13,5,5,0,0,0
MD,2020-05-13,143,140,0,2,1
ML,2020-05-13,0,0,0,0,0
NC,2020-05-13,9,9,0,0,0
PV,2020-05-13,25,22,0,0,3
RI,2020-05-13,5,5,0,0,0
VC,2020-05-13,12,12,0,0,0
AN,2020-05-14,16,12,4,0,0
AR,2020-05-14,23,23,0,0,0
AS,2020-05-14,2,2,0,0,0
CB,2020-05-14,2,2,0,0,0
CE,2020-05-14,0,0,0,0,0
CL,2020-05-14,39,38,0,1,0
CM,2020-05-14,28,26,0,2,0
CN,2020-05-14,2,2,0,0,0
CT,2020-05-14,155,107,0,48,0
EX,2020-05-14,23,1,22,0,0
GA,2020-05-14,5,4,1,0,0
IB,2020-05-14,7,7,0,0,0
MC,2020-05-14,2,2,0,0,0
MD,2020-05-14,159,159,0,0,0
ML,2020-05-14,0,0,0,0,0
NC,2020-05-14,19,19,0,0,0
PV,2020-05-14,16,12,0,0,4
RI,2020-05-14,5,5,0,0,0
VC,2020-05-14,19,19,0,0,0
AN,2020-05-15,17,14,3,0,0
AR,2020-05-15,16,16,0,0,0
AS,2020-05-15,4,4,0,0,0
CB,2020-05-15,2,2,0,0,0
CE,2020-05-15,0,0,0,0,0
CL,2020-05-15,35,33,0,2,0
CM,2020-05-15,34,32,0,2,0
CN,2020-05-15,3,3,0,0,0
CT,2020-05-15,217,176,0,41,0
EX,2020-05-15,24,2,22,0,0
GA,2020-05-15,6,5,0,1,0
IB,2020-05-15,16,15,1,0,0
MC,2020-05-15,0,0,0,0,0
MD,2020-05-15,134,133,0,1,0
ML,2020-05-15,0,0,0,0,0
NC,2020-05-15,11,11,0,0,0
PV,2020-05-15,15,12,0,0,3
RI,2020-05-15,3,3,0,0,0
VC,2020-05-15,13,13,0,0,0
AN,2020-05-16,9,3,5,1,0
AR,2020-05-16,8,8,0,0,0
AS,2020-05-16,1,1,0,0,0
CB,2020-05-16,4,4,0,0,0
CE,2020-05-16,1,1,0,0,0
CL,2020-05-16,30,28,1,1,0
CM,2020-05-16,26,25,0,1,0
CN,2020-05-16,6,6,0,0,0
CT,2020-05-16,126,124,0,2,0
EX,2020-05-16,21,1,20,0,0
GA,2020-05-16,6,6,0,0,0
IB,2020-05-16,0,0,0,0,0
MC,2020-05-16,1,1,0,0,0
MD,2020-05-16,57,55,0,2,0
ML,2020-05-16,0,0,0,0,0
NC,2020-05-16,4,4,0,0,0
PV,2020-05-16,16,7,0,0,9
RI,2020-05-16,2,2,0,0,0
VC,2020-05-16,8,8,0,0,0
AN,2020-05-17,6,5,1,0,0
AR,2020-05-17,8,8,0,0,0
AS,2020-05-17,4,4,0,0,0
CB,2020-05-17,0,0,0,0,0
CE,2020-05-17,0,0,0,0,0
CL,2020-05-17,6,6,0,0,0
CM,2020-05-17,11,9,0,2,0
CN,2020-05-17,1,1,0,0,0
CT,2020-05-17,91,91,0,0,0
EX,2020-05-17,5,2,3,0,0
GA,2020-05-17,1,1,0,0,0
IB,2020-05-17,5,5,0,0,0
MC,2020-05-17,1,1,0,0,0
MD,2020-05-17,85,85,0,0,0
ML,2020-05-17,0,0,0,0,0
NC,2020-05-17,21,21,0,0,0
PV,2020-05-17,6,6,0,0,0
RI,2020-05-17,0,0,0,0,0
VC,2020-05-17,7,7,0,0,0
AN,2020-05-18,11,11,0,0,0
AR,2020-05-18,18,18,0,0,0
AS,2020-05-18,0,0,0,0,0
CB,2020-05-18,3,3,0,0,0
CE,2020-05-18,2,2,0,0,0
CL,2020-05-18,33,33,0,0,0
CM,2020-05-18,27,25,0,2,0
CN,2020-05-18,4,4,0,0,0
CT,2020-05-18,200,163,0,36,1
EX,2020-05-18,4,3,1,0,0
GA,2020-05-18,7,7,0,0,0
IB,2020-05-18,5,5,0,0,0
MC,2020-05-18,2,2,0,0,0
MD,2020-05-18,138,134,0,4,0
ML,2020-05-18,1,1,0,0,0
NC,2020-05-18,6,6,0,0,0
PV,2020-05-18,16,13,0,0,3
RI,2020-05-18,5,5,0,0,0
VC,2020-05-18,10,10,0,0,0
AN,2020-05-19,11,11,0,0,0
AR,2020-05-19,23,23,0,0,0
AS,2020-05-19,0,0,0,0,0
CB,2020-05-19,2,2,0,0,0
CE,2020-05-19,3,3,0,0,0
CL,2020-05-19,35,34,1,0,0
CM,2020-05-19,35,30,0,5,0
CN,2020-05-19,7,7,0,0,0
CT,2020-05-19,215,162,0,53,0
